"","FIPS","E.Hesitant","E.Hesitant/Unsure","E.V.Hesitant","Hispanic","Native","Asian","Black","Hawaiian.Pacific","White","State","Pov","Unemp","Income","NoHSDP","Age65","Age17","Disab","SNGPNT","MINRTY","LIMENG","MUnit","Mobile","Crowd","NoVeh","GroupQ","RUCC","R.Years","D.Years","R.Cycles","D.Cycles","2020"
"1823",31137,0.0893,0.135,0.0549,0.057,0.0021,0.0015,0.0036,0,0.9219,"NE",8.8,0.7,30814,6.3,19.8,23.8,12.4,4.7,7.5,0.9,5.4,5.5,0.3,5,2.9,7,21,0,6,0,"REPUBLICAN"
"1824",31175,0.0903,0.138,0.0558,0.034,0.0045,0,0.0048,0,0.9475,"NE",10.6,1.7,28587,7.5,24.4,22.6,15.7,5.8,4.9,0.5,5.1,3,1.3,4.6,1.7,9,21,0,6,0,"REPUBLICAN"
"1825",31009,0.0903,0.138,0.0558,0,0,0,0,0,1,"NE",12.5,0,26767,3.7,25.6,21.9,11.7,2.3,0,1.3,0,11.1,3.2,4.6,0,9,21,0,6,0,"REPUBLICAN"
"1826",34001,0.0538,0.121,0.0363,0.1885,0.0024,0.0785,0.1401,4e-04,0.564,"NJ",14.3,9.6,31366,13.1,16.9,21.7,13.5,11,43.5,5.9,16.3,2.3,2.8,13.2,2.2,2,0,21,0,6,"DEMOCRAT"
"1827",31065,0.087,0.1318,0.0537,0.043,8e-04,0.0029,0.0013,0,0.9336,"NE",10.9,2.1,27031,11.4,23.9,22.2,17.8,5.5,6.2,0.2,4.3,1.7,1.1,5,1.8,9,21,0,6,0,"REPUBLICAN"
"1828",34011,0.0634,0.1411,0.0429,0.3071,0.0061,0.0132,0.181,1e-04,0.4641,"NJ",17.6,7.3,23946,22.1,14.6,23.8,14,14.3,53,7.7,7.9,5.6,3.6,10.3,8.5,3,0,21,0,6,"DEMOCRAT"
"1829",31129,0.0893,0.135,0.0549,0.028,9e-04,0.0177,0.0014,0.0012,0.946,"NE",12.2,1.4,26735,7.6,26.8,20.3,17,5.5,4.7,1,3,2.4,1,6,1.7,9,21,0,6,0,"REPUBLICAN"
"1830",33019,0.1083,0.1358,0.0704,0.0156,0.0032,0.008,0.0065,0,0.9501,"NH",10.8,3.7,31668,8.9,20,19.2,13.8,9.1,4.8,0.2,4.7,8.5,0.8,6.1,1.8,7,6,15,2,4,"DEMOCRAT"
"1831",32007,0.139,0.2226,0.0755,0.2438,0.061,0.0112,0.0049,0.0015,0.6674,"NV",11.9,4.5,33091,14.8,10.5,27.5,11.8,9.8,33.1,3.1,3.4,19.9,3.4,3.4,1.6,5,21,0,6,0,"REPUBLICAN"
"1832",30099,0.267,0.3233,0.1824,0.0163,0.0099,0.0026,0.0053,0,0.9361,"MT",13.3,1.8,27402,7.8,22.6,23.7,15.5,4.2,6.3,0,3.9,9.7,3.6,4.9,3.1,8,21,0,6,0,"REPUBLICAN"
"1833",31047,0.087,0.1318,0.0537,0.3326,0.004,0.0063,0.0615,0.0022,0.5879,"NE",13.1,3.7,25590,22.1,15.4,27.5,12.7,12.7,40.5,9.7,7.4,8.4,4.8,6,1.4,7,21,0,6,0,"REPUBLICAN"
"1834",31051,0.0848,0.1288,0.0521,0.1374,0.0038,0.0038,0.0044,0,0.8425,"NE",12.5,3.3,26757,11.4,19.6,25.2,13.8,7.7,15.2,3,2.3,6.9,2.4,3.4,1.4,3,21,0,6,0,"REPUBLICAN"
"1835",34039,0.0504,0.1123,0.034,0.3159,8e-04,0.0504,0.2007,0,0.395,"NJ",9.8,6.3,40201,13.8,13.9,23.6,9.2,11,59.7,11.5,15,0.2,4.5,11.6,1.3,1,0,21,0,6,"DEMOCRAT"
"1836",31073,0.087,0.1318,0.0537,0.0502,0.002,0.0035,0.0025,0.003,0.926,"NE",5.1,2.9,34731,4.3,25.2,19.3,13,2.5,4.2,0.2,0.7,8.6,0,3.4,1.8,9,21,0,6,0,"REPUBLICAN"
"1837",31111,0.087,0.1318,0.0537,0.0864,0.0034,0.0086,0.0124,3e-04,0.8773,"NE",12.2,2.7,30073,6.8,18.3,24.1,14.6,8.6,11.9,0.4,9.1,8.3,1.9,6.9,2.3,5,21,0,6,0,"REPUBLICAN"
"1838",31017,0.0842,0.1287,0.0516,0.0179,0.0036,0.0046,3e-04,0,0.9556,"NE",15.2,0.6,28860,8,26.5,20,14.3,5.4,3.9,0.6,2,7.1,1.9,3.8,1.5,9,21,0,6,0,"REPUBLICAN"
"1839",34041,0.0514,0.1088,0.0348,0.0927,0.0012,0.0266,0.0436,0,0.8168,"NJ",7.8,6.3,38132,8.8,17.2,20.4,12.7,6.7,17.6,2.6,7.9,1.1,1.3,6.4,1.9,2,21,0,6,0,"REPUBLICAN"
"1840",31027,0.0848,0.1288,0.0521,0.0206,0.008,2e-04,0.0015,0,0.9643,"NE",9.1,1.2,29494,7.4,21.1,25.2,11.4,3.6,3.3,0.1,1.3,3.7,0.5,2.9,1.7,9,21,0,6,0,"REPUBLICAN"
"1841",31071,0.0903,0.138,0.0558,0.0185,0,0.002,0.0035,0,0.9705,"NE",7.5,0.2,27109,3.9,28.3,20.5,15.6,6.9,3.4,0,1.1,11.5,0.8,1.8,2.5,9,21,0,6,0,"REPUBLICAN"
"1842",31101,0.087,0.1318,0.0537,0.0724,0.005,0.0074,0.0121,0.0014,0.8969,"NE",11.7,3.7,28410,8.8,26.5,19.9,13.4,8.1,9.9,0.4,1.4,23.1,1.4,6,1,7,21,0,6,0,"REPUBLICAN"
"1843",32510,0.1233,0.1958,0.0662,0.2415,0.0201,0.0262,0.0196,4e-04,0.6698,"NV",13.7,6.2,29767,12.7,19.6,20.6,21.9,9.7,32.5,3.2,14.1,10.9,4.4,5.8,3.9,3,18,3,5,1,"REPUBLICAN"
"1844",31037,0.0848,0.1288,0.0521,0.4545,0.0012,0.0074,0.0374,0.0021,0.4894,"NE",12.4,3.2,22407,29.8,12.4,29.9,9.6,6.1,50.4,18.1,1.9,9.3,6.2,4.5,0.9,7,21,0,6,0,"REPUBLICAN"
"1845",31125,0.0848,0.1288,0.0521,0.0279,0.0028,0,0.004,0,0.9644,"NE",11.3,3.3,29711,8.5,20.1,22.8,15.8,7.4,3.5,0.2,1.2,3.4,0,3.2,4.2,8,21,0,6,0,"REPUBLICAN"
"1846",31007,0.0842,0.1287,0.0516,0.0609,0,0.0139,0,0,0.903,"NE",9.7,1.2,34670,2.9,19.3,22.1,14.4,5.7,8,0.5,0,5.5,0,2.5,0,9,21,0,6,0,"REPUBLICAN"
"1847",31091,0.087,0.1318,0.0537,0.0649,0.0058,0,0.0101,0,0.9192,"NE",17,0.4,25791,6.5,32.7,16.1,25.6,5,3.9,0,0.2,13.6,0.9,0.3,9.6,9,21,0,6,0,"REPUBLICAN"
"1848",34031,0.0533,0.1198,0.0359,0.4154,0.0013,0.0511,0.1043,2e-04,0.413,"NJ",16.7,5,30800,16.6,13.9,24,8.9,11.1,58.2,12.5,15,0.2,7.1,16.5,1.8,1,0,21,0,6,"DEMOCRAT"
"1849",31081,0.0903,0.138,0.0558,0.0353,0.0018,0.0036,0.0018,7e-04,0.9468,"NE",4.9,2.5,32086,5.3,19,24.1,11.1,6.9,5,0.1,1.9,4.3,0.2,2.4,1.5,3,21,0,6,0,"REPUBLICAN"
"1850",31155,0.0854,0.1285,0.0528,0.0228,0.0038,0.0042,0.0049,0,0.9526,"NE",8.4,2.4,32344,7.2,17.8,24.9,13.7,7.2,4.5,0.6,2.7,2.3,1.2,2.6,1.3,2,21,0,6,0,"REPUBLICAN"
"1851",32023,0.139,0.2226,0.0755,0.1468,0.0155,0.0163,0.0186,0.0053,0.763,"NV",16.2,9.4,25092,14.2,28.9,17.1,24.3,4.6,23.2,1.8,2.7,34.6,3.3,3.7,1.2,4,21,0,6,0,"REPUBLICAN"
"1852",31145,0.087,0.1318,0.0537,0.0526,7e-04,7e-04,0.0061,0,0.917,"NE",9.7,3.2,25456,7.9,19.6,22.9,14.5,6.6,8,0.3,9.6,5.6,0.3,5.7,3.9,7,21,0,6,0,"REPUBLICAN"
"1853",31135,0.087,0.1318,0.0537,0.0421,0.001,0,0.0014,0,0.9517,"NE",5.5,1.1,33749,10.7,22.7,24.6,13.2,1.5,4.8,0.5,4.8,2.4,0.2,3.9,1.2,9,21,0,6,0,"REPUBLICAN"
"1854",30109,0.2639,0.3131,0.1799,0.049,0.0116,0.0071,0,0,0.9323,"MT",15.8,2.1,23137,12.6,20.9,28.6,13.2,10.9,4.9,1.4,0.8,11.8,0.6,3,2.2,9,21,0,6,0,"REPUBLICAN"
"1855",31061,0.0893,0.135,0.0549,0.0231,3e-04,0.002,0.005,0.001,0.9568,"NE",13.8,1.6,27757,7.3,26.5,19,17,5.4,4.2,0.4,1.3,4,1.1,1.8,2.6,9,21,0,6,0,"REPUBLICAN"
"1856",31179,0.0848,0.1288,0.0521,0.0597,0.0015,0.0046,0.0145,0,0.8993,"NE",14.2,1.9,27192,4.2,15.1,19.6,10,4.9,9.8,0.7,7.9,2.3,1.4,2.9,13.5,6,21,0,6,0,"REPUBLICAN"
"1857",32003,0.1183,0.1979,0.0624,0.3114,0.0046,0.0955,0.1123,0.0068,0.4277,"NV",14.1,7.2,29256,14.3,14.1,23.6,12.2,10.5,56.5,7.1,16.2,2.9,4.2,8.4,1.1,1,0,21,0,6,"DEMOCRAT"
"1858",34023,0.041,0.0912,0.0279,0.2116,0.0014,0.2394,0.0953,3e-04,0.4306,"NJ",8.5,5.6,38140,10.2,14.3,21.9,9.1,7.3,56.2,6.9,17.1,0.7,4.2,7.6,3.7,1,0,21,0,6,"DEMOCRAT"
"1859",31165,0.0842,0.1287,0.0516,0.0336,0.0049,0,0.0041,0,0.9262,"NE",10.7,1.1,26951,6.7,21.8,20.8,9.3,6.2,8.5,0,0.3,9.6,0.7,5.9,0,9,21,0,6,0,"REPUBLICAN"
"1860",31115,0.0903,0.138,0.0558,0.0182,0.0033,0,0,0,0.9785,"NE",8.2,0.7,28299,2.2,28.9,15,17.3,2.2,2.1,0,0,19.4,0,0.7,0,9,21,0,6,0,"REPUBLICAN"
"1861",32013,0.139,0.2226,0.0755,0.2702,0.0514,0.0065,0.0065,0,0.6537,"NV",11.5,5.3,30516,16.4,12.3,27.5,11.3,10.1,35.1,3.8,2.5,39.1,4,3.4,1.3,7,21,0,6,0,"REPUBLICAN"
"1862",34003,0.0386,0.0824,0.0263,0.1991,0.0011,0.1624,0.0529,3e-04,0.5656,"NJ",7,4.5,48426,7.8,16.7,21.4,8.1,5.8,42.7,6.7,17.3,0.3,2.4,8.2,1.2,1,0,21,0,6,"DEMOCRAT"
"1863",34013,0.0535,0.1233,0.0361,0.2303,0.0014,0.0528,0.3845,1e-04,0.3055,"NJ",16.4,9.2,37141,14.3,13.1,23.8,11.6,12.7,69.2,8.1,23.1,0.1,4.2,22.2,2.7,1,0,21,0,6,"DEMOCRAT"
"1864",30101,0.267,0.3233,0.1824,0.0401,0.0642,0.0043,0.0047,0,0.8708,"MT",15,0.9,26434,14.8,16.3,19.6,18.3,6.9,12.4,0.8,7.1,9.3,0.3,14.9,14.6,7,21,0,6,0,"REPUBLICAN"
"1865",31143,0.0891,0.1354,0.0555,0.0551,0.0025,0,8e-04,0,0.9282,"NE",7.8,5.3,30403,8,21.1,23.1,12.6,5.8,6.9,1,1.8,7.9,2.1,4.6,1.7,9,21,0,6,0,"REPUBLICAN"
"1866",31053,0.0854,0.1285,0.0528,0.1287,0.0042,0.0035,0.0076,0.0016,0.8367,"NE",13.7,4.6,27494,10.7,18.7,23.9,13.2,9.4,15.7,4,6.3,4.6,2.6,4.9,2.7,4,21,0,6,0,"REPUBLICAN"
"1867",32021,0.139,0.2226,0.0755,0.1164,0.1888,0.0128,0.0513,0,0.6031,"NV",23.6,14.8,22897,12.9,24.7,17.3,18.7,11.5,41.3,0.1,2.1,15,5,9.1,1.7,7,21,0,6,0,"REPUBLICAN"
"1868",33009,0.1053,0.1329,0.0688,0.0239,0.0025,0.0367,0.0103,5e-04,0.9065,"NH",9.9,3.4,36619,7.2,19.3,16.7,14.5,6.6,9.1,0.7,6.9,7.6,1.3,6,7.5,5,0,21,0,6,"DEMOCRAT"
"1869",34033,0.0642,0.1424,0.0436,0.0901,0.0025,0.0105,0.1287,5e-04,0.7425,"NJ",13,7.3,32526,12.3,17.7,21.8,15.1,9.3,25.3,2.6,7.1,4.5,1.5,7.7,2.4,1,13,8,3,3,"REPUBLICAN"
"1870",31079,0.0903,0.138,0.0558,0.2773,0.004,0.0109,0.0247,0.0023,0.6667,"NE",13,4.5,27421,15.3,14.4,27.3,12.4,13.5,32.8,6.2,8,5,3.9,4.9,1.6,3,21,0,6,0,"REPUBLICAN"
"1871",31109,0.0778,0.1209,0.0478,0.0705,0.0049,0.0419,0.0381,7e-04,0.8122,"NE",13.1,3.4,30929,6.5,13,23,10.7,7.9,18.4,2.1,18.3,1.7,2.1,5.7,4.3,2,7,14,3,3,"DEMOCRAT"
"1872",31019,0.0893,0.135,0.0549,0.09,0.0017,0.0131,0.0088,0,0.8702,"NE",14.1,3,30184,7,13.5,23.4,11.1,7.3,12.9,1.7,9,7.3,1.7,4.7,4.6,4,21,0,6,0,"REPUBLICAN"
"1873",31173,0.0848,0.1288,0.0521,0.0595,0.5625,0.0082,0.0019,0,0.3573,"NE",28.3,15,20396,12.4,12.1,35.8,12.6,16.8,63.8,1.2,4.2,6,12.8,7.7,0.7,8,12,9,3,3,"REPUBLICAN"
"1874",31083,0.0893,0.135,0.0549,0.0261,3e-04,0.002,0.0053,3e-04,0.954,"NE",11.2,1.4,27421,9.9,25,22.5,16.3,3.9,6.1,0.4,0.5,22.9,0.1,1.8,1.6,9,21,0,6,0,"REPUBLICAN"
"1875",30111,0.2531,0.3019,0.1723,0.0561,0.0395,0.0069,0.0048,9e-04,0.8636,"MT",9.9,3.4,33007,6.3,16.1,23.6,12.4,8.4,13.4,0.3,7.8,10.9,2.3,5.7,2.2,3,21,0,6,0,"REPUBLICAN"
"1876",31133,0.0891,0.1354,0.0555,0.0181,0,0,0.0015,0,0.9543,"NE",15.6,3.3,26609,11.8,27.4,20.7,13.4,4.3,4.6,0.4,1.1,6.5,1.7,10,1.5,9,21,0,6,0,"REPUBLICAN"
"1877",33001,0.1024,0.1266,0.0677,0.0167,0.003,0.0093,0.0062,2e-04,0.95,"NH",8.7,4.7,35382,7.4,20.8,19,15.8,6.2,4.9,0.2,3.8,8.7,1.2,5,1.5,4,18,3,5,1,"REPUBLICAN"
"1878",31099,0.0893,0.135,0.0549,0.0628,0.0078,0.0049,0.0011,0,0.921,"NE",10.6,2.8,30355,3.9,19.1,24.8,11.6,5.1,7.6,0.5,3.6,4.8,1.7,5.1,1.1,7,21,0,6,0,"REPUBLICAN"
"1879",31147,0.0891,0.1354,0.0555,0.0195,0.0258,8e-04,0.002,0,0.9219,"NE",13.2,3.4,28965,6.8,23.8,21.1,16.1,8.4,7.6,0.1,1.4,2.6,1,3.1,1.9,7,21,0,6,0,"REPUBLICAN"
"1880",31055,0.0811,0.1264,0.0493,0.1255,0.0042,0.0379,0.1093,4e-04,0.694,"NE",12.7,4.2,33734,10,12.3,25.8,10.6,9.6,30.2,3.8,18.1,1.1,2,7.2,2.3,2,7,14,3,3,"DEMOCRAT"
"1881",31117,0.087,0.1318,0.0537,0.0152,0,0,0,0,0.9848,"NE",17,0,26384,10.9,22,22.9,10.8,1,5.3,0,0,8.1,4.9,1,0.2,9,21,0,6,0,"REPUBLICAN"
"1882",31015,0.0842,0.1287,0.0516,0.0093,0.0103,0.0098,0.0057,0,0.9499,"NE",10.6,1.5,27951,5.4,28.2,22.3,17.7,3.1,4.9,0.3,1.8,12.6,0.3,4.2,1.3,9,21,0,6,0,"REPUBLICAN"
"1883",33017,0.1058,0.1337,0.0692,0.025,7e-04,0.033,0.0094,4e-04,0.9063,"NH",10,4.1,34161,7.5,14.2,19,12.5,7,9.1,0.6,9.4,9.6,1.4,6.4,7,1,0,21,0,6,"DEMOCRAT"
"1884",31045,0.0842,0.1287,0.0516,0.0536,0.0351,0.0067,0.0397,0,0.8511,"NE",14.4,1.2,26021,4.7,17.7,18.1,11.4,8.3,14.9,0,2.5,10.8,1.3,5.4,11.8,7,21,0,6,0,"REPUBLICAN"
"1885",31005,0.087,0.1318,0.0537,0.0047,0.0023,0,0,0,0.9578,"NE",10.3,1,26514,5.7,25.4,26.6,11,1,5,0,0,7.2,0,0,0,9,21,0,6,0,"REPUBLICAN"
"1886",31127,0.0891,0.1354,0.0555,0.0278,0.0054,0.0076,0.0149,3e-04,0.938,"NE",12.4,4.5,27945,7,19.4,21,14.2,7.9,6,0.3,4.4,3.4,0.6,3.6,7.7,7,21,0,6,0,"REPUBLICAN"
"1887",34029,0.0548,0.1158,0.0372,0.0921,4e-04,0.0185,0.0277,3e-04,0.8467,"NJ",10.7,5.9,34784,8.2,22.3,23.7,13.2,5.8,15.2,1.7,5.6,2.3,2.4,6.7,1.1,1,21,0,6,0,"REPUBLICAN"
"1888",31069,0.0842,0.1287,0.0516,0.0461,0.0048,0.0016,0.0016,0,0.9426,"NE",9.1,1.4,33572,6.8,26,20.2,16.9,1.7,5.6,0,1.1,4.5,0.5,2.6,2.4,9,21,0,6,0,"REPUBLICAN"
"1889",31181,0.0893,0.135,0.0549,0.0512,0.009,0,0.0028,0.0023,0.9152,"NE",11,2.4,26970,7.8,22.3,22.9,15.4,7.2,8.3,0,1.1,2.5,0.7,5.1,2.3,9,21,0,6,0,"REPUBLICAN"
"1890",31157,0.0842,0.1287,0.0516,0.2382,0.0156,0.0066,0.0074,0,0.72,"NE",13.4,5.1,28089,12.5,18.4,24.9,14.5,11.5,27.7,1.7,3.9,6.3,1.3,5.1,2.1,5,21,0,6,0,"REPUBLICAN"
"1891",32005,0.1233,0.1958,0.0662,0.1269,0.017,0.0164,0.0074,0.0018,0.8077,"NV",9.3,5.2,36390,6.3,26.4,17.4,15.3,6.3,19,1.7,4.3,5.4,2.5,2.5,0.6,4,21,0,6,0,"REPUBLICAN"
"1892",31063,0.087,0.1318,0.0537,0.0125,0.0034,8e-04,0.0057,0,0.961,"NE",10.3,3.8,28583,4.6,24.9,19.9,17.9,4.9,3.6,0.1,1.7,13.3,0.1,3.8,4.6,9,21,0,6,0,"REPUBLICAN"
"1893",31035,0.0893,0.135,0.0549,0.0885,0.0021,8e-04,0.0021,0,0.8923,"NE",11.4,3.6,27297,9.3,19.6,24.4,15.3,5.7,10.8,1.7,0.9,3.3,1.3,1.9,1.6,8,21,0,6,0,"REPUBLICAN"
"1894",31093,0.0903,0.138,0.0558,0.0254,0,0.0022,0.0016,3e-04,0.955,"NE",10.5,3.3,26651,7.2,21.1,24.1,13.2,6.6,4.5,0.5,3.2,6.5,0.8,3.1,0,3,21,0,6,0,"REPUBLICAN"
"1895",32027,0.139,0.2226,0.0755,0.2444,0.0245,0.0098,0.0354,0.0026,0.6515,"NV",15.1,7,19330,18.3,16,16.6,14.1,10,34.4,3.5,2.6,40.9,5.7,7.3,29.2,9,21,0,6,0,"REPUBLICAN"
"1896",34021,0.0481,0.109,0.0327,0.1753,9e-04,0.1107,0.1985,2e-04,0.4971,"NJ",11.4,6.8,42155,12,14.5,21.5,10.4,8.6,49.6,6.7,16.2,0.3,2.1,11.1,4.6,2,0,21,0,6,"DEMOCRAT"
"1897",31029,0.087,0.1318,0.0537,0.1229,0,0.0026,5e-04,0,0.8705,"NE",8.4,2.5,29526,11.4,22.4,21.6,12,5.5,10.7,5.1,1.3,11.2,0.7,3.4,2,9,21,0,6,0,"REPUBLICAN"
"1898",34035,0.0372,0.0799,0.0254,0.1465,0.0012,0.1759,0.0923,1e-04,0.5629,"NJ",4.7,4.5,54393,5.3,14.8,22.6,8,5.4,42.7,3.3,11.7,0.2,1.3,4.8,1.3,1,3,18,2,4,"DEMOCRAT"
"1899",31043,0.0848,0.1288,0.0521,0.3878,0.0211,0.0329,0.0507,0,0.4798,"NE",16.6,5.4,24365,25.4,12.9,28.9,10.3,12.1,51,10,10.7,10.9,7,5.6,1.3,3,21,0,6,0,"REPUBLICAN"
"1900",31085,0.087,0.1318,0.0537,0.0829,0,0,0,0,0.9171,"NE",12.4,1,26369,11.8,18.1,21.7,15.7,2.9,7.3,1.8,0,5.6,0,1.7,0,9,21,0,6,0,"REPUBLICAN"
"1901",31021,0.0848,0.1288,0.0521,0.0307,0.02,0.0078,0.0048,0,0.9293,"NE",11.7,2.9,28499,9.6,23.8,22.4,16,7.6,6.8,0.4,2,6,2.4,4.7,1.8,8,21,0,6,0,"REPUBLICAN"
"1902",32011,0.139,0.2226,0.0755,0.0436,0.05,0.007,5e-04,0,0.8989,"NV",7.7,0,34590,6.8,15.5,23.8,18,6.3,11.9,0,0.4,40,1.2,5.6,0.3,9,21,0,6,0,"REPUBLICAN"
"1903",30103,0.2639,0.3131,0.1799,0.006,0,0.0419,0,0,0.9431,"MT",16,0,26348,5.8,23.6,19.7,15.6,2.7,4,0,1.9,24,0.5,3.3,0,8,21,0,6,0,"REPUBLICAN"
"1904",33015,0.0923,0.1125,0.061,0.0299,3e-04,0.0206,0.0075,1e-04,0.9253,"NH",4.7,3.7,45242,5.2,16.6,20,10.6,6.8,7.2,0.5,9.9,5,1.3,3.1,0.8,1,12,9,4,2,"DEMOCRAT"
"1905",34015,0.0537,0.116,0.0365,0.062,7e-04,0.0309,0.0977,1e-04,0.785,"NJ",7.4,6.3,37888,7.1,14.9,22.4,12.9,7,21.2,1.2,7.5,2.3,1,5.9,1.5,1,5,16,1,5,"DEMOCRAT"
"1906",31141,0.0848,0.1288,0.0521,0.1898,0.0045,0.0075,0.0054,2e-04,0.7836,"NE",8.3,3.8,29847,11.3,16.9,26,9.7,6.4,21,4.9,6.8,4.6,2.5,4.3,1.4,5,21,0,6,0,"REPUBLICAN"
"1907",34005,0.0505,0.1092,0.0344,0.0804,4e-04,0.0502,0.1604,4e-04,0.6743,"NJ",6.5,6.3,41517,6.4,16.3,21.3,11.7,7.5,32.1,1.8,8.7,1.3,1.5,4.6,2.7,1,0,21,0,6,"DEMOCRAT"
"1908",31077,0.0903,0.138,0.0558,0.021,0.0034,0.0017,0.0042,0,0.9614,"NE",9.5,1.4,26159,6.3,25,23.7,14.7,3.6,3.9,0.2,1.5,2.9,1.5,2.2,1.1,8,21,0,6,0,"REPUBLICAN"
"1909",31013,0.0842,0.1287,0.0516,0.1254,0.0201,0.0108,0.0136,0,0.814,"NE",11.9,5.2,28835,8.3,17.2,25.5,10.7,8.9,18.2,0.5,12.4,5.3,1.5,5.7,1.9,7,21,0,6,0,"REPUBLICAN"
"1910",31119,0.0848,0.1288,0.0521,0.1501,0.0133,0.0171,0.0126,0,0.7973,"NE",15.8,3,27528,9.9,15.3,25.1,11.1,8.5,20,4.3,9.2,2.7,2.4,6.1,3.1,5,21,0,6,0,"REPUBLICAN"
"1911",31107,0.0848,0.1288,0.0521,0.0287,0.0904,0.0032,0.004,2e-04,0.8564,"NE",10.9,3.2,27372,8.8,24.1,24,13.6,5,14,0.7,2,5.2,2.9,5.8,2.5,9,21,0,6,0,"REPUBLICAN"
"1912",31163,0.0903,0.138,0.0558,0.0224,3e-04,0.003,0.0016,3e-04,0.9634,"NE",11.4,1.8,27380,7,26.1,20.5,15.7,5,3.6,0.5,0.3,14.7,0.8,2.2,2,8,21,0,6,0,"REPUBLICAN"
"1913",32019,0.1233,0.1958,0.0662,0.1711,0.0253,0.013,0.0074,0.0017,0.7488,"NV",11.6,8.7,26855,12.9,20.6,21.8,17.9,7,24.4,1.9,2.9,16.3,2.9,4.3,0.4,4,21,0,6,0,"REPUBLICAN"
"1914",33007,0.1053,0.1329,0.0688,0.0295,0.0031,0.0053,0.0243,9e-04,0.9204,"NH",12.8,5.6,26535,11.4,22.5,16.6,20.8,8.1,7.9,0.6,2.9,11.8,1.2,7.4,7.4,7,12,9,3,3,"REPUBLICAN"
"1915",31149,0.0842,0.1287,0.0516,0.012,0.0078,0,0.0149,0,0.9653,"NE",7.4,0.4,34441,5.1,27.2,16.7,13.2,2.9,2.6,0.5,0.8,9,0.3,1.3,4.4,9,21,0,6,0,"REPUBLICAN"
"1916",31183,0.0903,0.138,0.0558,0.0255,0,0.0026,0,0,0.9693,"NE",9.2,0.4,27832,4.8,23.6,18.2,15.5,3.6,1.2,0,0,20.1,0.3,1.4,0,9,21,0,6,0,"REPUBLICAN"
"1917",36073,0.0851,0.1558,0.0603,0.0492,0.0033,0.0056,0.0564,0,0.8637,"NY",14.3,5.2,25261,12.9,16.9,19.8,16.8,10.4,13.5,1,2.8,10.4,2.2,8,7.4,1,21,0,6,0,"REPUBLICAN"
"1918",37087,0.136,0.1954,0.1043,0.0397,0.0043,0.0058,0.0094,0,0.9262,"NC",13.9,4.7,29453,11.9,24.1,18.3,17.6,7.6,7.1,0.7,1.7,18.1,1.6,4.5,0.8,2,21,0,6,0,"REPUBLICAN"
"1919",37013,0.127,0.1847,0.0981,0.0776,0.0026,0.0011,0.2485,0,0.6582,"NC",19.2,8.9,26233,12.4,22.9,20.7,18.8,7.7,34.2,1.1,2.3,26.9,0.8,7.7,1,6,21,0,6,0,"REPUBLICAN"
"1920",35001,0.0677,0.1191,0.0355,0.4999,0.0411,0.0252,0.0247,6e-04,0.3868,"NM",17.4,6.3,29415,11.2,15.2,22.4,13.5,10.3,61,3.9,12.8,5.8,2.7,6.6,1.3,2,0,21,0,6,"DEMOCRAT"
"1921",36111,0.0674,0.1248,0.0474,0.1021,0.001,0.0186,0.0551,6e-04,0.7905,"NY",13.9,6.2,33879,9.5,18.6,18.1,13.8,7.9,20.5,1.6,5.6,6.4,1.8,7.5,6.5,3,0,21,0,6,"DEMOCRAT"
"1922",37041,0.1331,0.196,0.1017,0.0369,0.0043,0,0.352,0,0.5993,"NC",19.6,11,24084,16,23.4,21.1,15.7,10.1,40.2,0,2.2,21.9,1.4,10.2,1.9,6,20,1,5,1,"REPUBLICAN"
"1923",35009,0.0805,0.1453,0.0436,0.4217,0.0077,0.0126,0.0495,0.0026,0.4763,"NM",20.6,6.8,23729,17,12,26.7,15.8,12.6,51.8,5.3,3,9.9,3.3,4.8,2.1,5,21,0,6,0,"REPUBLICAN"
"1924",37051,0.1461,0.2316,0.1112,0.1158,0.0131,0.0239,0.3597,0.0026,0.4346,"NC",18.2,9,24301,9.3,11.2,24.8,17,11.8,56,1.5,11,9,1.9,6.5,4.6,2,2,19,1,5,"DEMOCRAT"
"1925",35019,0.0805,0.1453,0.0436,0.739,0.0533,0.0021,0.0057,0,0.1939,"NM",14.5,6.3,17930,20.1,22.6,17.7,23.1,10.8,81.1,3.3,2.4,31,0.9,8.5,17,7,0,21,0,6,"DEMOCRAT"
"1926",36047,0.0627,0.1249,0.0442,0.1904,0.0014,0.1178,0.2997,4e-04,0.364,"NY",21.1,7,31984,18.4,13.2,23.1,10.2,9.6,63.8,12,40.9,0.1,10.3,55.8,1.6,1,0,21,0,6,"DEMOCRAT"
"1927",37095,0.1253,0.1881,0.0969,0.1034,0.0012,0,0.2968,0,0.5887,"NC",22.3,10.4,18433,18.4,16.4,21.6,14.1,10.7,41.1,2.4,0.6,16.8,4.2,1.1,12.1,9,18,3,5,1,"REPUBLICAN"
"1928",31171,0.087,0.1318,0.0537,0,0.0093,0,0,0,0.9504,"NE",10.7,1.7,28701,7.5,22.3,20.2,14.1,2.7,2.5,0,2.5,3,0,0.3,0,9,21,0,6,0,"REPUBLICAN"
"1929",36019,0.087,0.1613,0.062,0.0291,0.0027,0.0141,0.0407,2e-04,0.8993,"NY",15.3,4.8,26772,12.1,15.9,18,15.8,9.2,10,0.7,5.6,13.4,1.2,9.3,9.5,5,0,21,0,6,"DEMOCRAT"
