"","FIPS","E.Hesitant","E.Hesitant/Unsure","E.V.Hesitant","Hispanic","Native","Asian","Black","Hawaiian.Pacific","White","State","Pov","Unemp","Income","NoHSDP","Age65","Age17","Disab","SNGPNT","MINRTY","LIMENG","MUnit","Mobile","Crowd","NoVeh","GroupQ","RUCC","R.Years","D.Years","R.Cycles","D.Cycles","2020"
"1930",35045,0.1012,0.1733,0.0536,0.2029,0.3801,0.0064,0.0067,6e-04,0.3819,"NM",21.3,8.9,23206,15.8,13.7,27.2,14.8,11.7,61.3,2.2,2.3,32.3,6.4,5.3,1.4,3,21,0,6,0,"REPUBLICAN"
"1931",36009,0.0816,0.1537,0.0577,0.021,0.0311,0.0079,0.0141,0,0.9058,"NY",16.5,6.3,24628,11.5,18.2,22.4,15.8,9.3,9.3,0.8,3.7,13.5,1.9,11.3,3.4,4,21,0,6,0,"REPUBLICAN"
"1932",35047,0.061,0.1107,0.0314,0.7774,0.0103,0.0097,0.0093,0,0.1783,"NM",27.7,6.4,20285,18.8,19.7,20.2,28.5,12.4,82.1,7,1.4,35.4,1.9,8.4,5.8,6,0,21,0,6,"DEMOCRAT"
"1933",36039,0.0703,0.1299,0.0497,0.0591,0.0047,0.0105,0.0545,1e-04,0.8528,"NY",13.3,4.6,27271,12.8,21,16.9,13.9,4.9,14.7,0.9,3.4,6.9,1.7,9,6.9,6,21,0,6,0,"REPUBLICAN"
"1934",35027,0.0863,0.1549,0.0468,0.3318,0.005,7e-04,0.0052,0,0.6491,"NM",16.2,4.3,26534,8.5,27.7,18.5,18.5,4.5,37.5,3.8,2.9,19.4,2.5,3.2,1,7,21,0,6,0,"REPUBLICAN"
"1935",37031,0.127,0.1847,0.0981,0.0429,0.003,0.0117,0.0531,6e-04,0.8638,"NC",11.6,6.6,32005,8.9,23.6,18,19.6,7.3,13.6,0.8,9.6,18.1,1.2,4.8,1.6,4,21,0,6,0,"REPUBLICAN"
"1936",37061,0.1383,0.2085,0.1061,0.2217,0.0045,0.0038,0.236,8e-04,0.5156,"NC",24.1,9,19455,25.8,17.3,24.4,19.5,9.2,48.2,7,1.6,36.1,4.6,7.4,0.8,6,21,0,6,0,"REPUBLICAN"
"1937",35037,0.0805,0.1453,0.0436,0.4529,0.0137,0.006,0.0161,0.0019,0.4962,"NM",22.1,6.1,18637,17.2,24.2,22.2,22.5,9.7,50.1,1,0.4,25.2,0.2,6.4,0.8,7,21,0,6,0,"REPUBLICAN"
"1938",36027,0.0633,0.1176,0.0448,0.1219,0.0015,0.0352,0.098,4e-04,0.7147,"NY",9.1,5.9,38048,9.5,16.6,19.4,13.1,6.8,28.1,2.1,8,3.2,3.4,8.2,6.3,1,3,18,2,4,"DEMOCRAT"
"1939",36121,0.0767,0.1437,0.0531,0.0329,0.0047,0.0041,0.0395,0,0.8991,"NY",10.9,5.9,27150,10.4,16.6,19.9,13.9,8.7,10.1,0.6,2.3,7.6,1,6.7,7.3,6,21,0,6,0,"REPUBLICAN"
"1940",36049,0.0897,0.1737,0.0635,0.0173,0.0029,0.0053,0.007,9e-04,0.9585,"NY",14.1,6.9,26169,10.2,17.3,23.2,14.5,8.1,4.2,0.5,1.4,12.8,1.3,5.2,1.4,6,21,0,6,0,"REPUBLICAN"
"1941",36091,0.0592,0.1073,0.0413,0.0321,0.0019,0.0291,0.0153,1e-04,0.9035,"NY",6.2,3.8,41709,5.9,17,20.7,11.2,6.5,9.4,0.5,8.2,7.7,0.9,4.3,1.8,2,8,13,3,3,"DEMOCRAT"
"1942",35055,0.061,0.1107,0.0314,0.5689,0.0586,0.0079,0.0016,0,0.3527,"NM",19.4,8.4,23642,10.9,24.3,18.4,19.1,9.2,64.8,2,2.6,19.2,2,6.3,1.9,7,0,21,0,6,"DEMOCRAT"
"1943",37023,0.1444,0.209,0.1123,0.0611,0.0041,0.0361,0.0605,0.0013,0.8156,"NC",18.1,8.9,23466,19.1,19.2,19.4,20.4,8.5,18.3,1.6,1.5,25.9,3.4,5.1,3.2,2,21,0,6,0,"REPUBLICAN"
"1944",37053,0.1331,0.196,0.1017,0.0398,0.0033,0.0042,0.0553,2e-04,0.8721,"NC",10,4.8,30017,10.8,15.5,22.3,14.6,8.4,12.8,0.3,0.5,14.3,1.9,2.7,0.5,1,21,0,6,0,"REPUBLICAN"
"1945",36103,0.0553,0.0998,0.0394,0.1931,0.0016,0.0388,0.0726,2e-04,0.6757,"NY",7.1,4.7,42204,9.6,16.1,21.7,9.6,6.2,31.9,4,5.9,0.9,2.6,5.3,2,1,11,10,2,4,"REPUBLICAN"
"1946",37105,0.1191,0.1744,0.0915,0.1915,0.0073,0.012,0.195,5e-04,0.5813,"NC",16.1,7.9,23842,16.6,15.8,24.7,15.3,9.7,42,4.8,3.5,14.4,2.6,5.7,1.6,4,21,0,6,0,"REPUBLICAN"
"1947",36057,0.0796,0.1489,0.0553,0.141,0.0015,0.0069,0.0189,0,0.8127,"NY",19.9,7.7,25427,14.2,18.1,22.8,16.4,11.1,18.1,1.8,3.8,6.8,1.9,13.6,2.1,4,16,5,4,2,"REPUBLICAN"
"1948",37075,0.136,0.1954,0.1043,0.0209,0.101,0,0.002,1e-04,0.8659,"NC",18.1,6.9,19323,19,23.3,20.5,20.4,3,13.2,0.6,1.2,26.7,0.5,7.3,1.4,9,21,0,6,0,"REPUBLICAN"
"1949",36113,0.0722,0.134,0.0503,0.0256,0.0027,0.0098,0.012,6e-04,0.9377,"NY",10.5,4.4,33605,8.3,20.9,18.5,14.9,7.4,6,0.5,4.8,4.9,1.2,9.3,1.3,3,14,7,4,2,"REPUBLICAN"
"1950",37077,0.1467,0.2153,0.116,0.0795,0.0037,0.0053,0.2978,7e-04,0.58,"NC",13.9,6.1,26228,15.8,16.2,20.8,16,11.3,41.8,1.5,1.6,20.9,1.2,5,6.3,4,13,8,3,3,"REPUBLICAN"
"1951",37043,0.137,0.1984,0.1067,0.0333,0.0039,0.002,0.0208,0.0016,0.934,"NC",15.8,2.3,26590,11.5,29.3,17.5,18.4,3.4,6.3,0.4,1.6,19.7,0.7,6.9,0.4,9,21,0,6,0,"REPUBLICAN"
"1952",35003,0.0726,0.1295,0.0388,0.1903,6e-04,0,0,0,0.8091,"NM",22.9,0,20767,6.1,38.5,13.2,30.4,3.8,18.5,0.5,0,33.1,0.4,0,4.1,9,21,0,6,0,"REPUBLICAN"
"1953",36083,0.0678,0.1273,0.0476,0.0493,7e-04,0.0268,0.0598,0,0.8321,"NY",12,5.1,34280,8.4,16,19.9,13.6,9.4,16.4,0.8,9.2,2.7,1.6,9.8,3.7,2,5,16,1,5,"DEMOCRAT"
"1954",35011,0.0805,0.1453,0.0436,0.5348,0.0025,0,0.0157,0,0.4441,"NM",16.8,3.6,19215,13.7,20.9,26.6,22.9,5.8,48,0.9,0,15.6,1,9.1,1.5,9,21,0,6,0,"REPUBLICAN"
"1955",36055,0.0636,0.1227,0.0438,0.0877,0.0018,0.0359,0.1448,2e-04,0.7057,"NY",14.7,5.9,32502,9.7,16.3,21.1,13.6,10.1,29.2,2.5,10,0.8,1.2,11.3,3.6,1,0,21,0,6,"DEMOCRAT"
"1956",37045,0.136,0.1979,0.1052,0.0352,0.0026,0.0103,0.2092,0,0.7291,"NC",20.2,9.2,21920,16,17.9,22.1,16.2,9.8,27,0.5,3,19.3,2.1,7.8,1.7,4,21,0,6,0,"REPUBLICAN"
"1957",36105,0.0683,0.129,0.0485,0.1599,0.0023,0.0163,0.074,0,0.7151,"NY",14.7,7.7,29292,13.8,18,21.3,16.4,10.1,28.1,2.2,2.8,9.7,2.5,10.2,5.2,4,11,10,2,4,"REPUBLICAN"
"1958",37015,0.1253,0.1881,0.0969,0.0213,0.0057,0.0078,0.6114,1e-04,0.3455,"NC",23,11.7,20430,21.3,21,17.9,21.3,8.5,65.7,0.4,0.3,36.7,2.5,8.8,7.1,7,0,21,0,6,"DEMOCRAT"
"1959",35053,0.0726,0.1295,0.0388,0.4976,0.1046,0.0325,0.0056,0,0.3419,"NM",29.1,4.7,17464,20.9,18.5,23.1,26.5,6.3,65.3,4.1,3.9,36.9,2.2,9.3,3.1,6,0,21,0,6,"DEMOCRAT"
"1960",36011,0.0776,0.1438,0.0546,0.0295,0.0011,0.0056,0.041,1e-04,0.9009,"NY",11.7,5.4,29022,12.3,17.8,20.1,14.8,10.9,9.7,0.5,6.3,10.4,1,10.6,5.6,4,11,10,2,4,"REPUBLICAN"
"1961",36075,0.0798,0.1477,0.056,0.0259,0.0013,0.0066,0.0096,1e-04,0.9404,"NY",17.9,7.9,27217,12.2,15.3,21.4,15.3,11.5,5.8,0.3,3.8,15.2,2.4,8.4,4.1,2,14,7,4,2,"REPUBLICAN"
"1962",35039,0.061,0.1107,0.0314,0.7124,0.1431,0.0048,0.0044,3e-04,0.1244,"NM",-999,-999,-999,13.8,18,23.7,16.1,10.7,87.5,2.1,0.3,38.8,2.1,6.2,1.7,4,0,21,0,6,"DEMOCRAT"
"1963",37085,0.1489,0.2228,0.1129,0.1277,0.0078,0.0104,0.2041,0.0015,0.6134,"NC",17,7.9,23011,13.7,11.8,26.7,13.4,10.6,38.2,1.8,1.2,21.7,2.3,5.4,2.5,4,21,0,6,0,"REPUBLICAN"
"1964",36001,0.0584,0.1136,0.0409,0.0597,9e-04,0.0656,0.115,4e-04,0.7217,"NY",12,4.8,36454,7.3,16.1,18.7,11.2,8.1,27.4,1.9,11.8,1.4,1,13.7,5.7,2,0,21,0,6,"DEMOCRAT"
"1965",36119,0.0503,0.093,0.0357,0.2467,0.0016,0.0592,0.1343,2e-04,0.5348,"NY",9.2,5.8,54572,12.2,16.4,22.4,9.4,7.6,46,6.3,28.2,0.1,4.1,14.5,2.7,1,0,21,0,6,"DEMOCRAT"
"1966",36065,0.074,0.1385,0.052,0.0577,0.0021,0.0403,0.0568,3e-04,0.8201,"NY",16.1,5.5,28548,11.4,18,21.3,14.7,10.4,17.6,2.6,6.8,6,1.7,11.2,5.4,2,21,0,6,0,"REPUBLICAN"
"1967",37005,0.1444,0.2078,0.1121,0.0968,0.0038,0.0042,0.0236,1e-04,0.8688,"NC",24.6,5.9,21244,23.4,25.5,17.7,23.3,7.2,13,1.3,0.5,17.1,1.2,3.9,1.5,9,21,0,6,0,"REPUBLICAN"
"1968",35017,0.0726,0.1295,0.0388,0.5049,0.0185,0.0047,0.0087,1e-04,0.4581,"NM",21.8,7.6,24913,12.9,25.6,20.9,19.1,10,54,1.2,2.1,30.9,2.8,6.8,2.7,7,0,21,0,6,"DEMOCRAT"
"1969",36041,0.087,0.1613,0.062,0.0166,0.0011,7e-04,0.008,4e-04,0.9595,"NY",6.9,8,25918,17.4,28.8,13.8,25.6,4.5,4.6,1.7,0.3,10,1.7,4.5,2.8,8,21,0,6,0,"REPUBLICAN"
"1970",37093,0.1511,0.2293,0.1156,0.1334,0.0782,0.0151,0.3305,8e-04,0.3988,"NC",21,9.1,20656,14,9.1,27.9,17.1,11.8,59.7,3,0.7,19.9,2.2,5.3,2.8,2,0,21,0,6,"DEMOCRAT"
"1971",37029,0.1331,0.196,0.1017,0.0292,0,0.0179,0.1384,0.0012,0.8046,"NC",11.2,9.3,26951,14.4,17.1,23.8,13.6,8.3,19.6,0.7,1.7,15.7,0.7,1.9,0.3,8,21,0,6,0,"REPUBLICAN"
"1972",37059,0.137,0.1959,0.1056,0.068,0.003,0.0071,0.0496,0,0.8441,"NC",13.7,5.5,29613,13.3,19.8,21.5,15.6,7.1,15.3,2.3,3.3,18.6,2.7,2.9,0.9,2,21,0,6,0,"REPUBLICAN"
"1973",36089,0.0864,0.1601,0.0626,0.0236,0.0075,0.0099,0.0223,6e-04,0.9197,"NY",17.7,7.4,24473,11.3,16.3,20.5,16.1,10.4,8,1,4.6,11.1,1.9,9.7,10.9,4,11,10,2,4,"REPUBLICAN"
"1974",37003,0.1503,0.2187,0.117,0.0468,0.0037,0.0105,0.0584,0,0.8679,"NC",14.9,6.7,24452,18.4,19.1,20.5,18.2,6.6,13.1,1.5,0.4,31.2,2.9,3.6,3.6,2,21,0,6,0,"REPUBLICAN"
"1975",35025,0.0792,0.1355,0.0434,0.5867,0.0081,0.0057,0.034,2e-04,0.3541,"NM",16.6,6.4,24879,27.1,11,30.2,11.8,12.4,63.9,6.7,5.6,19.7,5.5,4.6,3.7,5,21,0,6,0,"REPUBLICAN"
"1976",37069,0.1328,0.2027,0.1032,0.0842,0.0039,0.0049,0.248,0,0.6347,"NC",14.4,5.5,26273,15.9,16.1,22.5,15.7,8.2,36.5,1.9,1.3,25.6,2.2,5.2,2.4,1,21,0,6,0,"REPUBLICAN"
"1977",36017,0.0765,0.1413,0.0536,0.0219,0.003,0.0043,0.0088,0,0.9474,"NY",14.3,5.7,26717,11.8,19.7,21,19.2,9,5.2,0.5,2.7,20.8,2.4,8,1.4,6,21,0,6,0,"REPUBLICAN"
"1978",37079,0.1438,0.2171,0.1126,0.1509,0.0044,8e-04,0.3466,3e-04,0.4676,"NC",25.7,9.7,18339,25.9,15.2,20.9,23.4,12.3,53.1,5,1.2,38.4,3.5,7.4,11.5,8,21,0,6,0,"REPUBLICAN"
"1979",36081,0.051,0.1014,0.036,0.2804,0.0023,0.2534,0.1721,4e-04,0.2505,"NY",13,6.2,30289,18.5,14.8,20.3,9.5,7.8,74.7,15,35.3,0.1,9.5,36.8,1.2,1,0,21,0,6,"DEMOCRAT"
"1980",37067,0.1258,0.1909,0.0961,0.1281,0.003,0.0233,0.2567,4e-04,0.5669,"NC",17.6,6.4,29921,11.2,15.2,23.4,10.3,10.1,43,3.1,13.6,3.8,2.1,7.5,2.9,2,3,18,2,4,"DEMOCRAT"
"1981",37021,0.1249,0.1814,0.0952,0.0657,0.004,0.0124,0.0622,0.0014,0.8354,"NC",12.3,4,31439,9,19,19,13.6,6,16.4,1.9,8.7,14.2,3.2,5.1,2.7,2,3,18,2,4,"DEMOCRAT"
"1982",35005,0.0863,0.1549,0.0468,0.5675,0.0106,0.009,0.0143,1e-04,0.3888,"NM",20.6,5.9,21356,22,15.4,26.9,16.6,13.3,60.5,6,4.4,12.8,3.7,4.6,3.2,5,21,0,6,0,"REPUBLICAN"
"1983",35061,0.0656,0.1151,0.0351,0.6058,0.0378,0.0051,0.0106,0,0.326,"NM",19.5,8.4,21934,17,16.6,23.9,19.3,9.6,67,3.1,1.5,29,3,3.4,2,2,14,7,4,2,"REPUBLICAN"
"1984",36003,0.0816,0.1537,0.0577,0.0163,0.0023,0.0117,0.0142,3e-04,0.944,"NY",17,6.1,23030,10,18,20.4,16,8.9,5.6,0.5,2.2,16.4,1.3,9.1,10.5,7,21,0,6,0,"REPUBLICAN"
"1985",37107,0.1524,0.2331,0.1169,0.0778,0.0019,0.0049,0.3866,2e-04,0.4922,"NC",23,12.3,22361,19.6,19.1,22.6,23.8,11.8,50.6,2.2,3.6,23.6,2.5,11.7,2.4,4,21,0,6,0,"REPUBLICAN"
"1986",36025,0.0765,0.1413,0.0536,0.0388,8e-04,0.0078,0.0153,0,0.9209,"NY",16.2,5.1,26629,11.8,23.3,17.3,16.3,8.2,7.8,1.1,2.2,13.3,2.7,8.3,5.1,6,21,0,6,0,"REPUBLICAN"
"1987",36063,0.0721,0.1343,0.0501,0.0302,0.0098,0.011,0.0689,2e-04,0.8544,"NY",13.4,5.3,29824,8.8,18.1,20.2,13.9,9.1,14.3,0.7,6.2,3.4,1.1,9.5,1.9,1,11,10,2,4,"REPUBLICAN"
"1988",35031,0.135,0.2343,0.0707,0.1425,0.7351,0.0098,0.0056,4e-04,0.0864,"NM",36,15.7,15278,24.6,11.5,29.3,16.7,14.1,91.2,3.1,1.2,23.5,13.5,11.3,1,5,0,21,0,6,"DEMOCRAT"
"1989",37109,0.138,0.1986,0.1066,0.0725,0.0019,0.0072,0.0494,5e-04,0.8481,"NC",14.4,6.4,29089,14.4,16.9,21.6,15,8.2,14.9,1,1.5,21,2,3.1,0.9,1,21,0,6,0,"REPUBLICAN"
"1990",35041,0.0805,0.1453,0.0436,0.4212,0.0053,0.005,0.0241,7e-04,0.5183,"NM",25.6,9.1,19849,19.1,13.5,24.7,17.2,9.8,47.5,6,0.5,19.4,3.6,5.2,5.9,7,21,0,6,0,"REPUBLICAN"
"1991",36023,0.0752,0.1409,0.0528,0.027,0.0022,0.0076,0.019,0,0.9262,"NY",15.5,4.5,26979,9.3,15.7,19.6,13.1,8.9,7.4,0.4,5.6,7.3,1.4,8.3,7.4,4,14,7,4,2,"REPUBLICAN"
"1992",36053,0.0752,0.1409,0.0528,0.0221,0.0047,0.009,0.0167,0.0011,0.9309,"NY",9.9,4.7,28925,8.8,17,19.5,12.7,7.3,6.7,0.3,3.5,9.6,1.1,5.6,7.2,2,14,7,4,2,"REPUBLICAN"
"1993",37047,0.1534,0.2297,0.1196,0.0532,0.034,0.0041,0.2999,1e-04,0.5932,"NC",23.8,7,22081,18.4,19.2,21.6,20,10.6,40.7,1.6,0.9,31.4,2.4,8,5.3,6,20,1,5,1,"REPUBLICAN"
"1994",35051,0.0726,0.1295,0.0388,0.3035,0.0205,0.0075,0.004,0,0.6469,"NM",24.9,10.9,25389,15.3,35.2,16.1,26.1,10.3,34.9,1.7,3.8,40.1,1,6.1,2.3,6,21,0,6,0,"REPUBLICAN"
"1995",36077,0.0722,0.1359,0.0509,0.0369,8e-04,0.0132,0.0182,1e-04,0.9113,"NY",15.4,6.4,27680,8.8,20,16.4,13.9,6.8,8.7,0.6,2.2,11.9,1.7,8.8,9.3,7,14,7,4,2,"REPUBLICAN"
"1996",35023,0.0726,0.1295,0.0388,0.5811,0.0135,0,0.0126,0,0.39,"NM",28.1,9.2,20275,20.8,21,22.9,21.6,6,59.2,4.3,3.4,36.6,1.7,6,2.4,9,14,7,4,2,"REPUBLICAN"
"1997",36043,0.0752,0.1366,0.0521,0.0216,0.0021,0.0059,0.0103,2e-04,0.9451,"NY",14.6,7.2,26151,10.1,19.6,20.9,15.7,8.5,5.4,0.6,4.3,9.5,1.7,10,2,2,21,0,6,0,"REPUBLICAN"
"1998",37099,0.1369,0.198,0.1064,0.0594,0.0765,0.007,0.0216,0,0.8066,"NC",19.4,4.7,24073,11.6,18.9,17,14.1,7.7,19.1,1.4,3.9,17.8,2.2,5.3,8.8,6,18,3,5,1,"REPUBLICAN"
"1999",36033,0.087,0.1613,0.062,0.0354,0.0715,0.0054,0.0562,0.0022,0.8162,"NY",18.2,7.1,25491,13.2,15.9,19.6,15.4,11.2,18.3,0.5,2.7,11.3,1.9,9.6,11.5,7,11,10,2,4,"REPUBLICAN"
"2000",36107,0.0756,0.1387,0.0527,0.0195,0.002,0.0077,0.0062,0,0.95,"NY",10.5,6.3,31330,9.2,19.2,21.4,14.6,7.9,4.9,0.3,3.1,15.2,1.3,5.3,1.1,2,21,0,6,0,"REPUBLICAN"
"2001",37037,0.1191,0.1744,0.0915,0.1221,9e-04,0.015,0.1107,7e-04,0.717,"NC",11.9,5.1,39299,11.8,23.4,20.6,15.3,6.9,28.5,3.5,3,16.5,1.7,4.5,1.1,2,0,21,0,6,"DEMOCRAT"
"2002",36097,0.0848,0.1574,0.0597,0.0186,8e-04,0.007,0.0083,0,0.9496,"NY",13.9,5.5,26484,10.7,20,19.5,16.9,7.8,4.8,0.3,2.5,17.9,2.2,6.2,1.4,6,21,0,6,0,"REPUBLICAN"
"2003",36087,0.069,0.1265,0.0498,0.1771,0.0011,0.0585,0.1131,0,0.6313,"NY",14.3,5.5,38076,12.1,15.3,27.8,9.3,6.3,36.7,8.3,11.7,1.1,6.6,10.6,2.1,1,0,21,0,6,"DEMOCRAT"
"2004",35013,0.0692,0.1277,0.0365,0.6826,0.0066,0.0105,0.0161,3e-04,0.2724,"NM",27.7,8.3,21300,20.6,14.9,25.1,13.7,11.3,72.5,8.7,6.2,21.4,4.1,6.4,2.6,3,0,21,0,6,"DEMOCRAT"
"2005",36013,0.0752,0.1412,0.0526,0.0748,0.0029,0.0056,0.0235,5e-04,0.8744,"NY",18.7,6.9,24825,11.1,19,20.6,15.5,9.4,12.4,1.4,4.7,6.7,1.5,11.3,4.6,4,18,3,5,1,"REPUBLICAN"
"2006",37007,0.1493,0.2217,0.1155,0.0404,0.0026,0.0133,0.4825,3e-04,0.446,"NC",19.8,9.9,20124,19.5,17.2,19.5,17.8,9.7,55.4,1.3,1.1,25.3,3,10.3,7.3,6,0,21,0,6,"DEMOCRAT"
"2007",37017,0.1534,0.2297,0.1196,0.0748,0.0252,0.0015,0.344,0,0.5475,"NC",26,7.1,20803,19.9,20,21.1,20.5,11.1,45.3,1.6,0.9,37.1,2.4,10.4,1.4,6,13,8,3,3,"REPUBLICAN"
"2008",37091,0.1456,0.2226,0.1143,0.0384,0.0113,0.0077,0.5868,0.0016,0.3325,"NC",23.4,11,18918,20.8,18.8,19.2,21.5,12.3,66.6,1,2.4,26.1,2.3,9.9,9.1,6,0,21,0,6,"DEMOCRAT"
"2009",36117,0.0751,0.1384,0.0529,0.0441,0.0012,0.0078,0.0272,0.0012,0.8993,"NY",11.3,5.9,29028,10.6,17.7,21.7,14.8,8.7,9.9,0.6,3.6,8.3,1.3,6.8,1.9,1,21,0,6,0,"REPUBLICAN"
"2010",36067,0.0655,0.1241,0.0453,0.0491,0.0049,0.0367,0.1084,2e-04,0.7685,"NY",14.6,6,32678,9.3,16.2,21.6,12.6,10.1,22.9,1.8,12.5,1,1.5,12.1,4.2,2,0,21,0,6,"DEMOCRAT"
"2011",37027,0.1503,0.2187,0.117,0.0548,0.0037,0.0051,0.0455,4e-04,0.8731,"NC",16.6,6.6,22945,20.3,18.9,20.6,18.3,7.9,12.4,1.5,2.2,19,2.1,4.8,1.2,2,21,0,6,0,"REPUBLICAN"
"2012",37071,0.1431,0.2085,0.11,0.0701,0.0028,0.0153,0.1617,6e-04,0.7247,"NC",15.6,6.7,26069,15.3,15.6,22.8,15.7,9.5,27,1.2,4.7,11.1,2.7,5.6,1.3,1,21,0,6,0,"REPUBLICAN"
"2013",37081,0.1202,0.1848,0.092,0.0797,0.0041,0.0493,0.3353,5e-04,0.5035,"NC",15.9,6,29708,10.9,14.5,22.5,11.1,10.8,49.1,2.8,13.9,3.1,2.3,6.4,3.6,2,1,20,1,5,"DEMOCRAT"
"2014",35006,0.135,0.2343,0.0707,0.3836,0.3903,0.0015,0.0088,3e-04,0.1931,"NM",26.5,15.4,18514,17.4,15.2,23.9,24.8,15.5,80.4,1.8,2.8,29.1,9.1,7.8,5.9,6,0,21,0,6,"DEMOCRAT"
"2015",36095,0.0722,0.1359,0.0509,0.032,0.0015,0.0088,0.0135,2e-04,0.9317,"NY",13.2,5.8,28712,10.4,20.3,18,16.1,9.4,6.6,0.4,3.5,12.6,1,6.4,4.6,2,21,0,6,0,"REPUBLICAN"
"2016",36005,0.0676,0.1409,0.0465,0.5603,0.0023,0.0359,0.2923,3e-04,0.0914,"NY",29.1,10.5,20850,28,12.1,25.1,14.8,19.1,90.7,15.8,68.1,0.1,12.3,58.5,2.9,1,0,21,0,6,"DEMOCRAT"
"2017",37035,0.1319,0.194,0.1013,0.0968,0.0022,0.0431,0.0806,0,0.7554,"NC",13.2,7,26950,14.8,17.1,22.6,14.2,8.2,24.2,2.8,5,14.1,2.9,4.9,1.6,2,21,0,6,0,"REPUBLICAN"
"2018",37057,0.1445,0.2092,0.1119,0.0711,0.0027,0.0153,0.0915,1e-04,0.8018,"NC",15.5,7.2,25109,16.6,17.5,22.4,16.1,8.3,19.5,2,3,15.4,2.4,5.7,1.2,2,21,0,6,0,"REPUBLICAN"
"2019",37101,0.1344,0.1954,0.1025,0.136,0.0046,0.0063,0.1545,4e-04,0.678,"NC",13.3,5.5,25847,13.7,12.7,26,14.2,10.4,31.7,2.6,2.1,17.4,2,4.1,0.9,1,21,0,6,0,"REPUBLICAN"
"2020",36031,0.087,0.1613,0.062,0.0301,0.0025,0.0027,0.029,2e-04,0.9196,"NY",9.5,5.8,30273,8.9,22,16.8,16.8,8.3,7.9,0.6,2.7,7.1,1.7,8.2,7.7,6,8,13,3,3,"DEMOCRAT"
"2021",36061,0.0457,0.0894,0.0313,0.2583,0.0012,0.1205,0.1247,3e-04,0.4691,"NY",16.6,5.7,72832,13,15.8,14.4,10.3,5.5,53.1,9.3,89.4,0.1,5.8,77,3.7,1,0,21,0,6,"DEMOCRAT"
"2022",35033,0.061,0.1107,0.0314,0.8148,0,0,4e-04,0,0.1572,"NM",19.3,7.4,17689,8.4,25.2,18.7,27.6,4.8,84.4,3.6,0,33.4,3.3,7,0.3,9,0,21,0,6,"DEMOCRAT"
"2023",37001,0.1327,0.1969,0.1023,0.1256,0.0028,0.0156,0.1939,4e-04,0.6406,"NC",16.8,5.7,26215,14.5,16.4,22.5,14.3,10.6,35.4,3.3,7.3,12,2.5,5.3,2.9,3,21,0,6,0,"REPUBLICAN"
"2024",36035,0.0796,0.1489,0.0553,0.031,0.0029,0.0078,0.0198,1e-04,0.9269,"NY",15.5,6.1,26875,12.6,18.6,20.4,15.9,11.2,7,0.5,2.7,10.4,0.9,9.3,2.2,4,21,0,6,0,"REPUBLICAN"
"2025",36069,0.0663,0.1213,0.0465,0.0474,0.0024,0.0137,0.0215,3e-04,0.8984,"NY",9.6,4.1,35121,6.6,18.8,20.6,12.5,8,10,1,7.3,7.3,1,7.3,3.4,1,17,4,5,1,"REPUBLICAN"
"2026",35029,0.0726,0.1295,0.0388,0.6706,0.0074,0.0083,0.0131,0,0.2951,"NM",30.2,12,16496,31.4,20.6,26.3,20.9,7.1,69.9,12.8,6.8,34.5,2.3,10.4,1.7,6,18,3,5,1,"REPUBLICAN"
"2027",37065,0.138,0.2124,0.1065,0.0459,0.0013,0.0021,0.5746,0.0012,0.3621,"NC",23.6,7.9,20055,20.3,18.4,22.9,16.8,16,63.6,1,2.5,23.9,3.4,11.2,1.4,3,0,21,0,6,"DEMOCRAT"
"2028",35059,0.0805,0.1453,0.0436,0.4234,0.0152,2e-04,0.0143,0,0.5129,"NM",14.1,1.5,23968,20,19.4,18.9,21,8.5,48.7,3.9,0,14.7,0.7,8.5,15.3,9,21,0,6,0,"REPUBLICAN"
"2029",35021,0.0805,0.1453,0.0436,0.3968,0,0,0,0.0068,0.5896,"NM",18.3,6.1,32424,12,38.3,15.3,23.2,2.8,38.3,0.2,0.2,22.5,0.9,8.1,0,9,21,0,6,0,"REPUBLICAN"
"2030",36079,0.0578,0.1043,0.0408,0.1497,9e-04,0.0204,0.0273,2e-04,0.7871,"NY",5.3,5.3,45905,7,16.2,20.5,10.2,4.6,20.5,2.7,3.6,0.9,1.2,4.8,2.6,1,21,0,6,0,"REPUBLICAN"
"2031",37097,0.1263,0.1824,0.0974,0.0763,0.0015,0.0247,0.1188,0,0.7598,"NC",11.8,6,32006,11,15.2,23.4,13.1,9.2,23.8,1.7,4.4,13.6,2.5,3.4,0.7,1,21,0,6,0,"REPUBLICAN"
"2032",36021,0.0703,0.1299,0.0497,0.0477,6e-04,0.0174,0.0431,0,0.8635,"NY",11.9,4.9,35581,9.6,22.3,18,15.8,7.7,13.4,1.4,3.7,7.9,1.4,7.2,4.1,6,0,21,0,6,"DEMOCRAT"
"2033",37009,0.1395,0.2042,0.1089,0.0495,0.0041,0.0042,0.0073,0.001,0.9252,"NC",18,4.6,24039,15.8,24,18.3,15.7,7.3,7.4,0.9,2.9,21.6,0.8,6.2,1.6,7,21,0,6,0,"REPUBLICAN"
"2034",36109,0.056,0.1099,0.0393,0.0516,0.0014,0.096,0.0348,6e-04,0.7712,"NY",19.6,4.6,31464,5.8,13.2,14.9,9.1,7.2,22.6,0.9,13.4,7.8,1.5,14.8,13.3,3,0,21,0,6,"DEMOCRAT"
